Analysis group,Analysis number,Analysis name,Subgroup,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Primary healthcare workers,SUBGROUP_AND_OVERALL,Gao 2015,2015,0.0,0.0,7.61,3.43,0,90,8.96,4.55,0,90,0.0,0.0,7.728626,-0.333648,-0.627893,-0.039403,Edinburgh Postnatal Depression Scale (EPDS),Low risk,"<p>1.1: Y. Quote: &quot;The randomization sequence was generated using a computerized random number generator and the allocation was kept in sealed opaque consecutively numbered envelopes.&quot; </p><p>1.2.: Y. Quote: &quot;This simple randomization scheme was independently prepared by a research assistant who was not involved in determining eligibility, providing care, or assessing outcome.&quot;</p><p>1.3: N. Quote: &quot;There were no significant differences between the two groups in their demographic, obstetric and related characteristics (...) There were also no significant differences between the two groups in their baseline measures&quot;</p>",Low risk,"<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention, participants and the interventionists were most likely aware of the allocation.</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention.</p><p>2.4: NA</p><p>2.5: BA</p><p>2.6: Y. Note: Intention to treat analysis done.</p><p>2.7: NA</p>",Low risk,<p>3.1: PY. Note: Drop-out: 14 of 180. </p><p>3.2: NA</p><p>3.3: NA</p><p>3.4: NA</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (EPDS) is widely validated in Chinese mothers and established.</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation.</p><p>4.4.: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did. </p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies.</p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All outcomes mentioned in the methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Primary healthcare workers,SUBGROUP_AND_OVERALL,Song 2019,2019,0.0,0.0,4.87,3.22,0,60,5.7,3.6,0,60,0.0,0.0,6.600216,-0.241477,-0.600662,0.117708,Geriatric Depression Scale (GDS),Low risk,"<p>1.1: Y; 1.2: PY. Note: Block randomization, computer-generated random list. Using opaque and sealed envelopes for group allocation code keeping. This was done by a person not involved in data collection. </p><p>1.3: N. Quote: &quot;No considerable differences were observed between the intervention and control groups in terms of demographic characteristics, baseline outcome and mediating variables.&quot;</p>",Low risk,<p>2.1: Y; 2.2: PY. Note: Due to the nature of the intervention participants were most likely aware of their allocation. </p><p>2.3: PN. Note: No evidence to suggest issues in recruitment and engagement nor failures to implement intervention</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Note: An ITT analysis was conducted.</p><p>2.7: NA.</p>,Low risk,"<p>3.1: PY. Note: Data at end line was missing, due to withdrawal or loss to follow-up, for 29 participants (circa 24%). </p><p>3.2: NA.</p><p>3.3: NA.</p><p>3.4: NA.</p>",Some concerns,"<p>4.1: PN. Quote: &quot;GDS is easy to administer and is a valid tool for assessing depressive symptoms in individuals with mild cognitive impairment&quot;; The Cronbach’s alpha in this study was 0.784.</p><p>4.2: PN. Note:  No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation. Researchers involved in data collection were blinded to group allocation.</p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: no evidence to suggest otherwise, methods and results do not show discrepancies. </p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods are reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the methods were reported. </p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Acarturk 2022,2022,0.0,0.0,5.241,4.905,0,236,5.324,5.124,0,267,0.0,0.0,9.976031,-0.016501,-0.191618,0.158616,Patient Health Questionnaire 9 (PHQ-9),Low risk,"<p>1.1: Y. Quote: &quot;Participants were randomly assigned either to the Self-Help Plus arm or to ECAU only, in a 1:1 ratio.&quot; 1.2: Y. Quote &quot;The randomization schedule was generated by Castor Electronic Data Capture (EDC). (..)  Research team members involved in<br/>recruitment were able to access the web-based software to randomize each newly enrolled participant, but were not able to access the randomization list, and were not aware of the block size.&quot;</p><p>1.3: N. Note: No significant differences at baseline. </p>",Low risk,<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention participants and the interventionists were most likely aware of the allocation.</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention.</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Quote: &quot;We followed an intent-to-treat approach for analysis of primary and secondary outcomes&quot;</p><p>2.7: NA.</p>,Low risk,<p>3.1: PY. Quote: &quot; The distribution of participants lost to follow-up was similar between the study groups (15.53% vs. 14.06%)&quot;</p><p>3.2: NA.</p><p>3.3: NA.</p><p>3.4: NA.</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (PHQ-9) is widely validated and established.</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control. </p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation. </p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: no evidence to suggest otherwise, methods and results do not show discrepancies. </p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods are reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the methods were reported. </p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Baumgartner 2021,2021,0.0,0.0,2.79,3.81,0,119,1.56,2.8,0,85,0.0,0.0,7.981958,0.357648,0.077107,0.638188,Patient Health Questionnaire 9 (PHQ-9),Low risk,"<p>1a.1: PY; 1a.2: PY. Researchers performed stratified constrained randomization. This was carried out through software. Quote: &quot;Constrained randomization was implemented using the cvcrand Stata package by the US-based team&quot;. 1a.3: NI.  No useful information is reported to evaluate this element. 1b.1: PN. It appears the randomization was conducted prior to the recruitment of participants: 1b.2: PN. It is unlikely that the selection of individual participants was affected by knowledge of the intervention assigned to the cluster. 1b.3: PN. There were some baseline imbalances that were compatible with chance, there is no evidence to indicate differential identification or recruitment of individual participants. </p>",Some concerns,"<p>2.1 a: NI; 2.1b: PY; 2.2: PY. No information was provided on whether participants knew that they were in a trial, due to the nature of the intervention they (as those delivering the intervention) were most likely aware of intervention allocation. 2.3: PY. The low literacy of the lay providers could have impacted implementation fidelity. Quote: &quot;This strategy supported the potential sustainability of the intervention but came with literacy challenges for delivering the iMBC content with full fidelity&quot;. 2.4: PN. No evidence to suggest deviations from the intended intervention would have influenced the outcomes. 2.5: NA. 2.6: PY. Data were analysed for most randomized participants. 2.7: NA.</p>",Low risk,"<p>3.1a: PY. All included clusters were analyzed. 3.1b: PY. Data were available for nearly all participants within the cluster. Quote: &quot;303 (81%), 313 (83.7%), and 266 (71.1%) participants were followed up at the mini-survey, imme- diate post-intervention survey (follow-up 1), and the 8-month post- intervention survey (follow-up 2) time points, respectively &quot;. 3.2: NA. 3.3: NA. 3.4: NA.</p>",Some concerns,"<p>4.1: N. The outcome measure is well established and reported good psychometric properties in this sample. 4.2: PN. No evidence to suggest differences in measurement between intervention and control. 4.3A: NI; 4.3b: PY. No information provided on whether participants knew that they were in a trial, participants (outcome assessors) were most likely aware of the group allocation due to the nature of the intervention. 4.4: PY; 4.5: PN. Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. No evidence to suggest otherwise, methods and results do not show discrepancies. 5.2: PN. No evidence to suggest outcomes selection. All outcomes mentioned in the methods and results were reported. 5.3: PN. No evidence to suggest analyses selection. All outcomes mentioned in the methods and results were reported. </p>",Some concerns,"<p>The study is judged to raise some concerns in two domains (2 and 4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Chang 2015,2015,0.0,0.0,19.0,13.3,0,20,18.8,11.6,0,63,0.0,0.0,4.625891,0.016484,-0.486562,0.51953,Center for Epidemiologic Studies Depression Scale (CES-D),Low risk,"<p>1.1: Y; 1.2: PY. Note: Title mentions RCT design. Quote: &quot;The evaluation was a cluster randomized trial conducted in Jamaica, Antigua, and St Lucia with public health center as the unit of randomization.&quot;</p><p>1.3: N. Note: Quote: &quot;There were no significant differences between groups in enrollment characteristics&quot;</p>",High risk,"<p>2.1a: NI; 2.1b: PY; 2.2: PY. Note: No information provided on wheter participants knew that they were in a trial, due to the nature of the intervention they (as those delivering the intervention) were most likely aware of intervention allocation. </p><p>2.3: PY. Note: Quote: &quot;Clinics were often noisy and crowded, and some mothers would have had<br/>difficulty hearing and seeing the films. It also made it difficult for the health workers to interact<br/>with the mothers during the<br/>demonstration.&quot;</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Quote: &quot;Analyses were by intention to treat&quot;</p><p>2.7: NA.</p>",Low risk,<p>3.1a: NI. No information on wheter data was available for all clusters. <br/>3.1b: PY.</p><p>3.2: PY. Quote: &quot;Loss did not differ by group (16% of children were lost to follow-up in the control and 14% were lost to follow-up in the intevrention)&quot;</p><p>3.3: NA.</p><p>3.4: NA.</p>,Some concerns,"<p>4.1: N. Note: The selected outcome measure (center for Epidemiologic Studies-depression Scale) is widely validated and established. </p><p>4.2: PN. Note: No evidence to suggest differences in measurements between intevrention and control.</p><p>4.3a: PY; 4.3b: PY. Note: Interviewers and testers were blind to center assignment but participants (mothers) probably knew that they were in a trial and participants were most likely aware of the group allocation due to the nature of the intervention. Self-assessment scale. </p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcome, but there is no reason to believe that it did</p>",Low risk,"<p>5.1: PY. Note: no evidence to suggest otherwise, methods and results do not show discrepancies. </p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods are reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the methods were reported. </p>",High risk,<p>The study is judged to be at high risk of bias<b> </b>in one domain (2).</p>
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Ferreira-Vorkapic 2018,2018,0.0,0.0,9.8,8.44,0,20,11.2,10.48,0,20,0.0,0.0,3.507647,-0.144215,-0.764904,0.476473,Beck’s Depression Inventory (BDI),Low risk,"<p>1.1: Y; 1.2: Y. Quote: &quot;(...) volunteers were randomly allocated to one of the three experimental groups. A separate examiner coordinated the group distribution (and all statistical analysis was performed by an expert from another<br/>state), using the random allocation method.&quot;</p><p>1.3: N. Quote: &quot;the baseline data showing no significant differences between the groups, except for education years, where the relaxation group showed a higher<br/>level of education&quot;</p>",Some concerns,<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention participants and personnel were most likely aware of their assigned intervention </p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention</p><p>2.4: NA.</p><p>2.5: NA. </p><p>2.6: NI. Note: No explicit mention of the analysis used to estimate the effect of assignment to intervention</p><p>2.7: NA. Note: There was not a substantial impact of the failure to analyse participants in the group to which they were randomized</p>,Low risk,<p>3.1: Y. Note: Drop-out: 0</p><p>3.2: NA.</p><p>3.3: NA.</p><p>3.4: NA.</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (BAI) is widely validated and established across multiple languages.ility in the study (0.9)</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation. </p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies. </p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods and results were reported. </p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the methods were reported. </p>",Some concerns,"<p>The study is judged to raise some concerns in two domains (2 and 4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Hinton 2021,2018,0.0,0.0,0.9,1.0,0,19,2.9,2.8,0,20,0.0,0.0,3.183928,-0.922295,-1.586265,-0.258325,Patient Health Questionnaire 4 (PHQ-4) ,Low risk,"<p>1a.1: PY. 1a.2: Y. Quote: &quot;Randomizationwas at the level of clusters, defined as geographic areas (ie, communes) served by commune health stations which have a population<br/>range of ≈5000-15,000 people. Randomization was conducted<br/>by one of the study investigators residing in the United States through<br/>the flip of a coin.&quot;</p><p>1a.3: NI. No useful information is reported to evaluate this element</p><p>1b.1: N. Note: particpants were recruited after randomization; </p><p>1b.2: PN. Note: there is no evidence to suggest that selection of individual participants was affected by knoweldge of the intervention assigned to the cluster; </p><p>1b.3:N. Note: no significant differences at baseline were identified. </p>",Low risk,"<p>2.1a: NI; 2.1b: PY; 2.2: Y. Note: No information provided on whether participants knew that they were in a trial, due to the nature of the intervention they (as those delivering the intervention) were most likely aware of intervention allocation.</p><p>2.3: PN. Note: No evidence to suggest deviations from the intended intervention that arose because of the trial context </p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Note: Data was analysed on an intention-to-treat basis.</p><p>2.7: NA.</p>",Low risk,<p>3.1a PY. Note: no evidence to suggest failure in analyzing any clyster; </p><p>3.1b: PY. Note: data was avaiable for 85% of participants at follow-up.</p><p>3.2: NA.</p><p>3.3: NA; 3.4: NA.</p>,Some concerns,"<p>4.1: PN.  The outcome measure (CES-D) is widely established and used across contexts. </p><p>4.2: PN. Note: no evidence to suggest that. </p><p>4.3a: NI; 4.3b: PY. Note: No information provided on whether participants knew that they were in a trial, participants were most likely aware of the group allocation due to the nature of the intervention. </p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned interventio could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: Y. Note: A pre-determined statistical plan is avaiable and in line with procedures reported in the final manuscript</p><p>5.2: PN. Note:No evidence to suggest outcome selection. All outcomes mentioned in the protocol, methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the protocol, methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Lachman 2017,2017,0.0,0.0,9.93,10.02,0,34,8.77,8.59,0,34,0.0,0.0,4.943402,0.12288,-0.352957,0.598717,Beck Depression Inventory (BDI-II),Low risk,"<p>1.1: Y; 1.2:Y. Quote: &quot;An external researcher not directly involved in the study conducted the randomization procedures remotely in Oxford, United<br/>Kingdom. Participants were randomly assigned on a 1:1 ratio to an intervention or wait-list control group after baseline data collection<br/>using a concealed computerized program, SealedEnvelope™.&quot;; &quot;Our implementing partner, Clowns Without Borders South Africa, notified participants of their<br/>allocation status via telephone.&quot;</p><p>1.3:PN.</p>",Low risk,"<p>2.1:Y; 2.2:Y. Quote: &quot;Although program implementers and participants were aware of their allocation status, researchers<br/>conducting self-report interviews and observational assessments were blind to allocation.&quot;</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention</p><p>2.4:NA.</p><p>2.5:NA.</p><p>2.6:Y. Quote: &quot;Data analyses were conducted with an intention-to-treat design&quot;</p><p>2.7:NA.</p>",Low risk,<p>3.1:Y. Note: 3 out of the 68 participants randomized were lost at follow-up (2.9%).</p><p>3.2:NA.</p><p>3.3:NA.</p><p>3.4:NA.</p>,Some concerns,"<p>4.1:PN. Note: The selected outcome method is widely validated and established, appropriate for the local context, and assessed in its psychometric properties for this sample. </p><p>4.2:PN. Note: No evidence to suggest differences in measurement between intervention and control. </p><p>4.3:Y. Note: Outcome assessors (participants) were most likely aware of intervention allocation. The research assistants administering the questionnaires were blinded.</p><p>4.4: PY; 4.5:PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did</p>",Some concerns,"<p>5.1:PY. Note: No evidence to suggest otherwise, the protocol and manuscript do not show discrepancies. </p><p>5.2: PY. Note: A few of the secondary outcomes mentioned in the protocol (e.g. ASSIST, Grover-Counter Scale of Cognitive Development) were not reported in this manuscript. </p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the protocol and methods were reported in the results. </p>",Some concerns,"<p>The study is judged to raise some concerns in two domains (4 and 5), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Lachman 2020,2020,0.0,0.0,11.88,9.13,0,29,14.0,11.15,0,24,0.0,0.0,4.208311,-0.20698,-0.749384,0.335424,Center for Epidemiologic Studies Depression Scale (CES-D),Low risk,"<p>1a.1: Y; 1a.2: Y. Quote: &quot;Cluster randomisation was conducted at village level prior to baseline assessments, to reduce the likelihood of contamination between arms. An external researcher used concealed computer-generated codes to randomly allocate eight villages into three treatment arms and a control arm &quot;; &quot;The implementing partner notified the participating families of their allocation status after baseline data collection.&quot;</p><p>1a.3: NI. No useful information is reported to evaluate this element.</p><p>1b.1: PN. Note: randomization was conducted prior to the recruitment of participants</p><p>1b.2: PN. Note: groups were comparable at baseline, see Table 1. </p>",Low risk,"<p>2.1a: NI; 2.1b: PY; 2.2: PY. Note: No information provided on whether participants knew that they were in a trial, due to the nature of the intervention they (as those delivering the intervention) were aware of intervention allocation. </p><p>2.3: PN. Note: No evidence to indicate deviations from protocol.</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Note: Data was analysed on an intention-to-treat basis.</p><p>2.7: NA.</p>",Low risk,"<p>3.1a.: Y. Note: all included clusters were analyzed; 3.1b: PY. Note: data were available for nearly all participants within the cluster. Quote:&quot;Study retention was considerably higher than anticipated with 94.8% adults (n=235/248), 87.5% children (n=154/176) and 87.8% in their early childhood (n=122/139) assessments completed at post-treatment, with no differences between arms &quot;</p><p>3.2: NA.</p><p>3.3: NA.</p><p>3.4: NA.</p>",Some concerns,"<p>4.1: PN. Note: The outcome measure is widely established and validated for use across different contexts.</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3a: NI; 4.3b: PY. Note: No information provided on whether participants knew that they were in a trial, participants (outcome assessors) were most likely aware of the group allocation due to the nature of the intervention.</p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies.</p><p>5.2: PN. Note: No evidence to suggest outcomes selection. All outcomes mentioned in the methods and results were reported. </p><p>5.3: PN. Note: No evidence to suggest analyses selection. All outcomes mentioned in the methods and results were reported. </p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Luoto 2020,2020,0.0,0.0,14.41,8.67,0,181,14.74,9.28,0,184,0.0,0.0,9.415729,-0.036661,-0.241864,0.168541,Center for Epidemiologic Studies Depression Scale (CES-D),Low risk,"<p>1a.1: PY; 1a.2: PY. Quote: &quot;Using a random<br/>number generator in Stata, two authors (JEL and ILG) randomly assigned villages in a 1:1:1 ratio to one of three study groups, stratified by sub-county&quot;</p><p>1a.3: NI.  No useful information is reported to evaluate this element.</p><p>1b.1: Y. Note: from protocol it is clear that recruitment of both adults and children as well as baseline assessments, took place before randomization to study arms </p>",Low risk,"<p>2.1 a: NI; 2.1b:PY; 2.2: PY. Note: No information provided on whether participants knew that they were in a trial, due to the nature of the intervention they (as those delivering the intervention) were most likely aware of intervention allocation. Quote: &quot;Due to the nature of the intervention, masking of<br/>participants and community health volunteers who<br/>delivered the intervention was not possible&quot;</p><p>2.3: PN. Note: No evidence to suggest deviations from the intended intervention that arose because of the trial context.</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Note: Data was analysed on an intention-to-treat basis.</p><p>2.7: NA.</p>",Low risk,<p>3.1a PY. Note: all 60 clusters that recruited participants were analyzed; </p><p>3.1b: PY. Note: 92 participants out of 1152 were lost at followup (8%).</p><p>3.2: NA.</p><p>3.3: NA; 3.4: NA.</p>,Some concerns,"<p>4.1: PN.  The outcome measure (CES-D) is widely established and used across contexts. </p><p>4.2: PN. Note: No evidence to suggest that measurement or ascertainment of the outcome  differed between intervention groups.</p><p>4.3a: NI; 4.3b: PY. Note: No information provided on whether participants knew that they were in a trial, participants (outcome assessors) were most likely aware of the group allocation due to the nature of the intervention. Efforts were made to keep the data collection teams as masked to group status as possible. </p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned interventio could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note:No evidence to suggest otherwise, protocol and paper do not show discrepancies.</p><p>5.2: PN. Note:No evidence to suggest outcome selection. All outcomes mentioned in the protocol, methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the protocol, methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Rodriguez 2021,2021,0.0,0.0,6.78,4.2,0,27,7.42,5.4,0,27,0.0,0.0,4.29305,-0.130386,-0.664432,0.403659,Patient Health Questionnaire 9 (PHQ-9),Low risk,"<p>1.1: Y. Note: Title mentions RCT design. Quote: &quot;Students who completed the web-based baseline assessment measures were randomly assigned to a brief, 4-week internet-based mindfulness intervention (MIND), or to the intervention plus peer counselor support (MIND+).&quot; </p><p>1.2: Y. Quote: &quot;The randomization sequence was sourced through random.org [49], an automated, web-based randomization service that generates randomness using atmospheric noise. Using random.org, two 25-person blocks were used to randomize the participants into 2 equally-sized groups.&quot;</p><p>1.3: PN. Note: No significant differences at baseline.</p>",Some concerns,"<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention, participants and the interventionists were most likely aware of the allocation.</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention. </p><p>2.4: NA</p><p>2.5: NA</p><p>2.6: NI. Note: No explicit mention of the analysis used to estimate the effect of assignment to intervention. </p><p>2.7: N. Note: There was not a substantial impact of the failure to analyze participants in the group to which they were randomized. </p>",High risk,<p>3.1: PN. Note: Drop-out: 31 of 54. </p><p>3.2: PN. Note: Proportions of lost to follow-up between control and intervention are not comparable (n= 20 and n= 11).</p><p>3.3: NI; 3.4: NI. Note: No information about documented reasons that withdrawal are related to the outcome.</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (PHQ-9) is widely validated and established. </p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation.</p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies.</p><p>5.2: PN. Note: No evidence to suggest outcome selection.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. </p>",High risk,<p>The study is judged to be at high risk of bias<b> </b>in one domain (3).</p>
9,1,Depressive symptoms at 0-1 months—indicated prevention adults,Community workers,SUBGROUP_AND_OVERALL,Sangraula 2020,2020,0.0,0.0,6.2,3.7,0,7,9.3,4.3,0,7,0.0,0.0,1.41138,-0.7235,-1.817804,0.370804,Patient Health Questionnaire 9 (PHQ-9),Low risk,"<p>1a.1: PY. 1a.2: PY. Quote: &quot;A randomization procedure was used, in which names of the two VDCs were written on cards and placed into a hat. The District Public Health Officer (DPHO) was to draw one card from the hat which would be allocated as the intervention arm VDC and the VDC in the remaining card would be allocated to the control arm. Program staff, including community psychosocial workers (CPSWs) and research assistants (RAs) were only assigned to either VDC after the random drawing to reduce risk of unblinding. </p><p>1a.3: PN.  There is no evidencde to suggest problems in the randomization process</p><p>1b.1: PN. it appears the randomization was conducted prior to the recruitment of participants.</p><p>1b.2: PN. It is unlikely that the selection of inidividual participants was affected by knowledge of the intervention assigned to the cluster. </p><p>1b.3: PN. there is no evidence to indicate imbalances in baseline values to indicate differentail identification or recruitment of individual participants. </p>",Low risk,"<p>2.1 a:NI. 2.1b: PN. 2.2: PN. Quote: &quot;CPSWs, RAs, trial participants, and local mhGAP trained health workers were blinded to the allocation of the study conditions. The VDCs of the two arms were separated by another VDC which worked as a buffer and physical barrier against contamination between the two arms. CPSWs in both arms were instructed not to disclose the treatment that any participants received except with their clinical supervisors. The trial statistician was blinded to treatment arm during analysis. &quot;</p><p>2.3: NA.</p><p>2.4: NA.</p><p>2.5: NA. </p><p>2.6: PY. Data was analysed for most participants randomized.</p>",Low risk,<p>3.1a: Y. all included clusters were analyzed; </p><p>3.1b: PY. data were available for nearly all participants within the cluster</p><p>3.2: NA.</p><p>3.3: NA.</p><p>3.4: NA.</p>,Low risk,"<p>4.1: PN. The outcome measure (PHQ-9) is widely established and used across contexts, included the one of the trial</p><p>4.2: PN. No evidence to suggest that measurement or ascertainment of the outcome differed between intervention groups.</p><p>4.3a:NI. 4.3b: PN.  No information provided on whether participants knew that they were in a trial, participants (outcome assessors) were blinded</p>",Low risk,"<p>5.1: PY. No evidence to suggest otherwise, protocol and paper do not show discrepancies.</p><p>5.2: PN. No evidence to suggest outcome selection. All outcomes mentioned in the protocol, methods and results were reported.</p><p>5.3: PN. No evidence to suggest analyses selection. All analyses mentioned in the protocol, methods and results were reported.</p>",Low risk,<p>The study is judged to be at low risk of bias for all domains.</p>
